l1,l2,l3,l4,l5,a1,a2,a3,a4,a5,a6,d1
0.013592338273730499,0.012156884499393754,0.013764543461383347,0.012806789405573555,0.013226979389362622,0.016680400987610564,0.01628655754399181,0.01590802268981406,0.0163874551554718,0.016011807209903448,0.016304322473640057,0.09831863113360965
