l1,l2,l3,l4,l5,a1,a2,a3,a4,a5,a6,d1
0.9501073750000004,1.0509925740000003,0.9495257249999998,1.0511102469999998,1.049473488,0.9840356960000004,0.9849640130000002,1.1725929359999987,1.0454687839999997,1.047969987,1.0481538740000007,0.26668402800000035
