l1,l2,l3,l4,l5,a1,a2,a3,a4,a5,a6,d1
0.013632476446206514,0.011732075669911267,0.013520928113608739,0.013484734057888989,0.013181742086683993,0.017054252704049627,0.01729819567610538,0.018754575857318243,0.016215611196848053,0.015414174954399309,0.016080841388438735,0.14790268453834504
